,tau
34672,2
34673,0
34674,4
34675,24
34676,1
34677,12
34678,9
34679,9
34680,10
34681,11
34682,14
34683,25
34684,10
34685,10
34686,5
34687,16
34688,2
34689,4
34690,13
34691,2
34692,11
34693,4
34694,12
34695,6
34696,5
34697,8
34698,3
34699,0
34700,16
34701,0
34702,0
34703,21
34704,45
34705,34
34706,18
34707,7
34708,49
34709,4
34710,0
34711,8
34712,8
34713,12
34714,20
34715,11
34716,15
34717,24
34718,17
34719,10
34720,0
34721,30
34722,15
34723,9
34724,31
34725,10
34726,8
34727,20
34728,15
34729,24
34730,11
34731,27
34732,10
34733,14
34734,6
34735,4
34736,15
34737,24
34738,9
34739,43
34740,10
34741,20
34742,7
34743,0
34744,2
34745,12
34746,1
34747,14
34748,8
34749,4
34750,9
34751,0
34752,4
34753,2
34754,14
34755,0
34756,0
34757,0
34758,19
34759,13
34760,1
34761,5
34762,1
34763,2
34764,12
34765,0
34766,13
34767,2
34768,3
34769,2
34770,1
34771,3
34772,0
34773,1
34774,9
34775,0
34776,2
34777,0
34778,25
34779,2
34780,12
34781,0
34782,10
34783,1
34784,6
34785,0
34786,0
34787,11
34788,17
34789,7
34790,11
34791,11
34792,6
34793,3
34794,11
34795,5
34796,0
34797,5
34798,4
34799,15
34800,17
34801,50
34802,46
34803,16
34804,22
34805,0
34806,0
34807,35
34808,2
34809,5
34810,25
34811,5
34812,1
34813,9
34814,12
34815,9
34816,31
34817,11
34818,0
34819,21
34820,32
34821,19
34822,13
34823,15
34824,0
34825,16
34826,16
34827,9
34828,21
34829,10
34830,25
34831,12
34832,11
34833,28
34834,15
34835,5
34836,1
34837,7
34838,10
34839,25
34840,16
34841,44
34842,21
34843,11
34844,8
34845,8
34846,3
34847,18
34848,0
34849,18
34850,0
34851,10
34852,12
34853,5
34854,3
34855,15
34856,5
34857,16
34858,12
34859,7
34860,0
34861,0
34862,6
34863,12
34864,0
34865,0
34866,20
34867,12
34868,6
34869,14
34870,15
34871,2
34872,1
34873,0
34874,6
34875,2
34876,3
34877,0
34878,0
34879,10
34880,1
34881,2
34882,13
34883,0
34884,9
34885,11
34886,3
34887,0
34888,5
34889,1
34890,13
34891,1
34892,4
34893,0
34894,7
34895,11
34896,2
34897,8
34898,6
34899,0
34900,51
34901,17
34902,6
34903,36
34904,47
34905,10
34906,23
34907,12
34908,18
34909,10
34910,17
34911,2
34912,20
34913,32
34914,1
34915,10
34916,26
34917,22
34918,3
34919,19
34920,6
34921,13
34922,33
34923,26
34924,2
34925,11
34926,17
34927,10
34928,22
34929,13
34930,26
34931,12
34932,0
34933,16
34934,29
34935,14
34936,8
34937,11
34938,45
34939,11
34940,17
34941,9
34942,22
34943,4
34944,12
34945,3
34946,9
34947,16
34948,6
34949,8
34950,2
34951,13
34952,8
34953,0
34954,7
34955,1
34956,11
34957,0
34958,7
34959,16
34960,17
34961,0
34962,3
34963,0
34964,4
34965,3
34966,9
34967,0
34968,15
34969,0
34970,0
34971,0
34972,4
34973,0
34974,13
34975,16
34976,1
34977,4
34978,2
34979,12
34980,19
34981,9
34982,14
34983,5
34984,0
34985,7
34986,1
34987,14
34988,4
34989,2
34990,4
34991,7
34992,21
34993,2
34994,3
34995,0
34996,6
34997,1
34998,6
34999,12
35000,0
35001,0
35002,7
35003,18
35004,10
35005,0
35006,4
35007,34
35008,13
35009,15
35010,13
35011,19
35012,7
35013,48
35014,24
35015,14
35016,3
35017,18
35018,52
35019,11
35020,23
35021,0
35022,5
35023,17
35024,10
35025,4
35026,18
35027,11
35028,9
35029,1
35030,23
35031,14
35032,13
35033,0
35034,17
35035,12
35036,46
35037,30
35038,11
35039,0
35040,0
35041,37
35042,0
35043,27
35044,0
35045,12
35046,0
35047,27
35048,3
35049,21
35050,2
35051,3
35052,9
35053,4
35054,2
35055,0
35056,7
35057,14
35058,1
35059,4
35060,0
35061,5
35062,4
35063,15
35064,3
35065,13
35066,22
35067,5
35068,8
35069,2
35070,12
35071,18
35072,2
35073,8
35074,5
35075,1
35076,8
35077,15
35078,0
35079,0
35080,9
35081,11
35082,0
35083,7
35084,6
35085,0
35086,3
35087,3
35088,0
35089,8
35090,10
35091,12
35092,3
35093,18
35094,0
35095,7
35096,1
35097,5
35098,13
35099,13
35100,15
35101,1
35102,49
35103,8
35104,35
35105,8
35106,11
35107,5
35108,1
35109,16
35110,10
35111,14
35112,4
35113,0
35114,20
35115,1
35116,12
35117,19
35118,0
35119,53
35120,1
35121,25
35122,14
35123,0
35124,19
35125,1
35126,19
35127,12
35128,24
35129,18
35130,12
35131,15
35132,14
35133,10
35134,2
35135,38
35136,28
35137,31
35138,47
35139,28
35140,11
35141,1
35142,13
35143,6
35144,24
35145,13
35146,5
35147,18
35148,4
35149,3
35150,7
35151,1
35152,6
35153,5
35154,5
35155,23
35156,1
35157,4
35158,4
35159,8
35160,6
35161,19
35162,9
35163,15
35164,0
35165,16
35166,13
35167,3
35168,1
35169,17
35170,0
35171,17
35172,6
35173,4
35174,0
35175,0
35176,2
35177,0
35178,12
35179,9
35180,1
35181,8
35182,8
35183,6
35184,1
35185,1
35186,2
35187,14
35188,4
35189,14
35190,9
35191,13
35192,10
35193,14
35194,6
35195,4
35196,1
35197,1
35198,3
35199,11
35200,50
35201,39
35202,16
35203,36
35204,15
35205,6
35206,15
35207,5
35208,20
35209,2
35210,13
35211,2
35212,11
35213,17
35214,13
35215,26
35216,4
35217,5
35218,20
35219,54
35220,9
35221,1
35222,2
35223,48
35224,14
35225,2
35226,20
35227,13
35228,19
35229,16
35230,15
35231,13
35232,25
35233,3
35234,11
35235,12
35236,29
35237,32
35238,29
35239,12
35240,14
35241,0
35242,25
35243,7
35244,6
35245,9
35246,0
35247,19
35248,10
35249,21
35250,8
35251,11
35252,1
35253,2
35254,7
35255,6
35256,1
35257,5
35258,1
35259,0
35260,9
35261,24
35262,2
35263,18
35264,7
35265,12
35266,0
35267,14
35268,5
35269,0
35270,2
35271,7
35272,17
35273,18
35274,10
35275,3
35276,4
35277,5
35278,1
35279,2
35280,7
35281,2
35282,9
35283,3
35284,2
35285,1
35286,5
35287,9
35288,15
35289,4
35290,7
35291,10
35292,5
35293,15
35294,3
35295,12
35296,15
35297,6
35298,14
35299,2
35300,3
35301,51
35302,13
35303,15
35304,5
35305,1
35306,0
35307,40
35308,37
35309,8
35310,0
35311,14
35312,16
35313,3
35314,21
35315,2
35316,0
35317,14
35318,6
35319,8
35320,10
35321,6
35322,7
35323,1
35324,7
35325,12
35326,21
35327,14
35328,20
35329,17
35330,16
35331,26
35332,4
35333,14
35334,12
35335,10
35336,30
35337,33
35338,13
35339,49
35340,30
35341,15
35342,17
35343,0
35344,26
35345,0
35346,16
35347,20
35348,0
35349,18
35350,0
35351,16
35352,7
35353,3
35354,0
35355,16
35356,11
35357,0
35358,8
35359,0
35360,3
35361,6
35362,25
35363,7
35364,2
35365,15
35366,6
35367,19
35368,13
35369,3
35370,12
35371,1
35372,19
35373,0
35374,2
35375,6
35376,3
35377,5
35378,3
35379,10
35380,11
35381,0
35382,0
35383,4
35384,9
35385,2
35386,3
35387,5
35388,16
35389,11
35390,8
35391,4
35392,0
35393,6
35394,3
35395,0
35396,10
35397,2
35398,13
35399,0
35400,7
35401,38
35402,2
35403,8
35404,11
35405,11
35406,16
35407,14
35408,8
35409,9
35410,5
35411,7
35412,41
35413,3
35414,1
35415,0
35416,15
35417,3
35418,17
35419,1
35420,11
35421,4
35422,27
35423,21
35424,17
35425,22
35426,0
35427,22
35428,15
35429,0
35430,21
35431,5
35432,17
35433,18
35434,27
35435,6
35436,15
35437,13
35438,31
35439,14
35440,6
35441,34
35442,50
35443,31
35444,2
35445,16
35446,18
35447,0
35448,17
35449,29
35450,13
35451,17
35452,0
35453,0
35454,4
35455,3
35456,0
35457,8
35458,14
35459,20
35460,17
35461,12
35462,12
35463,1
35464,0
35465,0
35466,26
35467,4
35468,1
35469,0
35470,1
35471,4
35472,13
35473,7
35474,4
35475,4
35476,1
35477,3
35478,12
35479,5
35480,6
35481,15
35482,5
35483,19
35484,9
35485,10
35486,0
35487,4
35488,4
35489,9
35490,7
35491,3
35492,0
35493,1
35494,0
35495,7
35496,11
35497,8
35498,14
35499,9
35500,39
35501,17
35502,8
35503,28
35504,12
35505,12
35506,12
35507,15
35508,9
35509,10
35510,42
35511,16
35512,18
35513,4
35514,6
35515,5
35516,4
35517,0
35518,7
35519,13
35520,7
35521,8
35522,17
35523,14
35524,32
35525,6
35526,23
35527,16
35528,22
35529,6
35530,18
35531,1
35532,19
35533,28
35534,16
35535,18
35536,1
35537,3
35538,15
35539,22
35540,32
35541,0
35542,35
35543,51
35544,7
35545,19
35546,9
35547,1
35548,18
35549,5
35550,5
35551,10
35552,0
35553,15
35554,4
35555,1
35556,4
35557,18
35558,2
35559,18
35560,15
35561,13
35562,5
35563,2
35564,11
35565,21
35566,2
35567,21
35568,6
35569,5
35570,10
35571,30
35572,8
35573,1
35574,12
35575,0
35576,1
35577,1
35578,14
35579,5
35580,2
35581,3
35582,9
35583,0
35584,16
35585,10
35586,4
35587,0
35588,2
35589,0
35590,8
35591,0
35592,0
35593,6
35594,10
35595,11
35596,0
35597,8
35598,9
35599,5
35600,19
35601,40
35602,8
35603,13
35604,13
35605,13
35606,29
35607,10
35608,9
35609,17
35610,1
35611,9
35612,5
35613,16
35614,11
35615,14
35616,7
35617,5
35618,6
35619,43
35620,8
35621,18
35622,18
35623,16
35624,33
35625,7
35626,23
35627,24
35628,17
35629,7
35630,19
35631,17
35632,2
35633,20
35634,29
35635,10
35636,2
35637,2
35638,8
35639,0
35640,23
35641,15
35642,33
35643,20
35644,19
35645,52
35646,36
35647,4
35648,11
35649,6
35650,2
35651,1
35652,1
35653,5
35654,11
35655,19
35656,1
35657,16
35658,16
35659,1
35660,3
35661,2
35662,12
35663,2
35664,5
35665,1
35666,7
35667,22
35668,2
35669,3
35670,0
35671,0
35672,11
35673,19
35674,27
35675,22
35676,14
35677,9
35678,6
35679,19
35680,15
35681,3
35682,5
35683,3
35684,10
35685,17
35686,9
35687,6
35688,1
35689,7
35690,6
35691,1
35692,12
35693,4
35694,11
35695,13
35696,1
35697,13
35698,2
35699,10
35700,9
35701,0
35702,19
35703,0
35704,14
35705,11
35706,9
35707,10
35708,14
35709,0
35710,18
35711,14
35712,30
35713,20
35714,3
35715,41
35716,11
35717,312
35718,0
35719,8
35720,34
35721,0
35722,37
35723,21
35724,0
35725,10
35726,1
35727,24
35728,8
35729,18
35730,25
35731,9
35732,0
35733,20
35734,18
35735,16
35736,30
35737,3
35738,3
35739,17
35740,21
35741,0
35742,3
35743,0
35744,24
35745,34
35746,20
35747,5
35748,15
35749,6
35750,0
35751,3
35752,16
35753,18
35754,6
35755,15
35756,13
35757,14
35758,4
35759,3
35760,2
35761,11
35762,32
35763,5
35764,2
35765,17
35766,0
35767,23
35768,2
35769,13
35770,8
35771,6
35772,17
35773,3
35774,7
35775,1
35776,12
35777,0
35778,19
35779,17
35780,10
35781,6
35782,12
35783,6
35784,7
35785,0
35786,7
35787,8
35788,7
35789,2
35790,11
35791,12
35792,7
35793,4
35794,14
35795,8
35796,2
35797,4
35798,12
35799,0
35800,0
35801,21
35802,20
35803,15
35804,0
35805,10
35806,10
35807,8
35808,15
35809,42
35810,18
35811,31
35812,9
35813,19
35814,16
35815,7
35816,11
35817,12
35818,7
35819,20
35820,15
35821,1
35822,35
35823,22
35824,4
35825,7
35826,25
35827,9
35828,19
35829,26
35830,2
35831,10
35832,21
35833,19
35834,6
35835,38
35836,4
35837,31
35838,4
35839,18
35840,22
35841,4
35842,35
35843,21
35844,25
35845,17
35846,12
35847,11
35848,13
35849,0
35850,8
35851,4
35852,0
35853,19
35854,12
35855,1
35856,3
35857,1
35858,0
35859,13
35860,6
35861,24
35862,0
35863,0
35864,0
35865,1
35866,14
35867,15
35868,11
35869,1
35870,4
35871,18
35872,2
35873,31
35874,17
35875,11
35876,8
35877,5
35878,8
35879,13
35880,9
35881,0
35882,15
35883,9
35884,3
35885,5
35886,12
35887,1
35888,3
35889,4
35890,5
35891,14
35892,16
35893,11
35894,7
35895,33
35896,0
35897,13
35898,3
35899,8
35900,16
35901,11
35902,36
35903,1
35904,18
35905,39
35906,13
35907,21
35908,16
35909,10
35910,12
35911,2
35912,359
35913,20
35914,43
35915,8
35916,17
35917,9
35918,8
35919,1
35920,12
35921,32
35922,16
35923,32
35924,5
35925,10
35926,26
35927,10
35928,20
35929,11
35930,7
35931,27
35932,22
35933,3
35934,20
35935,26
35936,5
35937,5
35938,23
35939,19
35940,12
35941,23
35942,22
35943,0
35944,11
35945,36
35946,5
35947,22
35948,9
35949,19
35950,8
35951,0
35952,34
35953,32
35954,0
35955,1
35956,0
35957,10
35958,15
35959,9
35960,2
35961,18
35962,4
35963,0
35964,1
35965,0
35966,14
35967,19
35968,15
35969,3
35970,5
35971,2
35972,16
35973,9
35974,1
35975,1
35976,0
35977,17
35978,6
35979,8
35980,25
35981,9
35982,0
35983,14
35984,13
35985,5
35986,10
35987,7
35988,12
35989,13
35990,4
35991,9
35992,4
35993,6
35994,16
35995,4
35996,14
35997,6
35998,0
35999,5
36000,17
36001,19
36002,40
36003,37
36004,27
36005,14
36006,6
36007,17
36008,360
36009,12
36010,26
36011,37
36012,9
36013,33
36014,9
36015,2
36016,18
36017,1
36018,21
36019,22
36020,24
36021,11
36022,23
36023,24
36024,20
36025,44
36026,11
36027,27
36028,12
36029,8
36030,4
36031,21
36032,23
36033,1
36034,6
36035,23
36036,28
36037,2
36038,6
36039,13
36040,1
36041,33
36042,7
36043,6
36044,17
36045,13
36046,12
36047,21
36048,0
36049,0
36050,13
36051,5
36052,14
36053,19
36054,5
36055,8
36056,10
36057,11
36058,35
36059,11
36060,2
36061,5
36062,0
36063,20
36064,1
36065,0
36066,10
36067,0
36068,16
36069,0
36070,1
36071,0
36072,11
36073,13
36074,33
36075,0
36076,18
36077,0
36078,9
36079,1
36080,0
36081,10
36082,10
36083,9
36084,7
36085,0
36086,15
36087,5
36088,3
36089,14
36090,6
36091,10
36092,6
36093,2
36094,17
36095,13
36096,7
36097,0
36098,15
36099,10
36100,28
36101,24
36102,309
36103,7
36104,15
36105,0
36106,21
36107,0
36108,10
36109,41
36110,1
36111,12
36112,18
36113,18
36114,20
36115,13
36116,34
36117,10
36118,152
36119,204
36120,2
36121,3
36122,25
36123,152
36124,2
36125,12
36126,28
36127,13
36128,9
36129,3
36130,5
36131,22
36132,7
36133,29
36134,24
36135,24
36136,7
36137,22
36138,34
36139,7
36140,18
36141,25
36142,361
36143,14
36144,38
36145,14
36146,13
36147,8
36148,152
36149,1
36150,14
36151,1
36152,4
36153,2
36154,3
36155,7
36156,21
36157,0
36158,1
36159,19
36160,0
36161,1
36162,36
36163,2
36164,6
36165,12
36166,12
36167,3
36168,0
36169,15
36170,6
36171,0
36172,0
36173,1
36174,34
36175,11
36176,8
36177,22
36178,12
36179,19
36180,0
36181,2
36182,11
36183,0
36184,1
36185,0
36186,27
36187,10
36188,15
36189,0
36190,10
36191,8
36192,7
36193,16
36194,16
36195,6
36196,11
36197,3
36198,18
36199,0
36200,25
36201,310
36202,15
36203,153
36204,14
36205,3
36206,52
36207,16
36208,39
36209,22
36210,51
36211,153
36212,8
36213,2
36214,4
36215,52
36216,11
36217,1
36218,0
36219,51
36220,15
36221,25
36222,3
36223,8
36224,205
36225,1
36226,13
36227,362
36228,29
36229,10
36230,14
36231,4
36232,310
36233,6
36234,8
36235,153
36236,0
36237,42
36238,25
36239,23
36240,19
36241,23
36242,153
36243,26
36244,8
36245,35
36246,30
36247,9
36248,29
36249,26
36250,14
36251,35
36252,1
36253,2
36254,1
36255,0
36256,3
36257,8
36258,1
36259,37
36260,2
36261,16
36262,19
36263,5
36264,1
36265,16
36266,1
36267,3
36268,7
36269,3
36270,2
36271,1
36272,19
36273,4
36274,7
36275,13
36276,17
36277,12
36278,19
36279,13
36280,15
36281,13
36282,20
36283,3
36284,12
36285,9
36286,11
36287,1
36288,11
36289,2
36290,8
36291,17
36292,28
36293,0
36294,4
36295,1
36296,9
36297,0
36298,11
36299,12
36300,154
36301,16
36302,311
36303,27
36304,4
36305,76
36306,4
36307,0
36308,27
36309,3
36310,5
36311,40
36312,16
36313,15
36314,12
36315,1
36316,26
36317,17
36318,26
36319,0
36320,154
36321,53
36322,9
36323,7
36324,31
36325,42
36326,363
36327,14
36328,311
36329,30
36330,15
36331,5
36332,11
36333,82
36334,9
36335,53
36336,154
36337,9
36338,9
36339,206
36340,24
36341,2
36342,20
36343,26
36344,154
36345,36
36346,24
36347,10
36348,23
36349,52
36350,1
36351,2
36352,18
36353,13
36354,38
36355,0
36356,13
36357,17
36358,0
36359,2
36360,39
36361,8
36362,3
36363,3
36364,9
36365,3
36366,2
36367,18
36368,4
36369,3
36370,0
36371,0
36372,2
36373,5
36374,1
36375,12
36376,2
36377,2
36378,15
36379,14
36380,2
36381,14
36382,16
36383,6
36384,20
36385,1
36386,10
36387,12
36388,0
36389,3
36390,4
36391,12
36392,1
36393,13
36394,5
36395,9
36396,29
36397,10
36398,0
36399,0
36400,5
36401,5
36402,28
36403,54
36404,17
36405,312
36406,25
36407,54
36408,32
36409,53
36410,17
36411,28
36412,2
36413,41
36414,6
36415,2
36416,16
36417,27
36418,18
36419,53
36420,10
36421,4
36422,3
36423,21
36424,1
36425,27
36426,312
36427,15
36428,6
36429,0
36430,155
36431,12
36432,31
36433,207
36434,16
36435,37
36436,10
36437,10
36438,155
36439,11
36440,155
36441,1
36442,10
36443,27
36444,25
36445,83
36446,155
36447,8
36448,364
36449,52
36450,13
36451,0
36452,2
36453,9
36454,10
36455,0
36456,0
36457,3
36458,0
36459,19
36460,4
36461,0
36462,1
36463,1
36464,18
36465,3
36466,5
36467,4
36468,6
36469,14
36470,0
36471,3
36472,13
36473,14
36474,10
36475,39
36476,21
36477,14
36478,4
36479,15
36480,16
36481,17
36482,3
36483,15
36484,11
36485,1
36486,0
36487,2
36488,2
36489,3
36490,9
36491,13
36492,11
36493,13
36494,5
36495,4
36496,30
36497,0
36498,6
36499,7
36500,33
36501,53
36502,53
36503,26
36504,315
36505,54
36506,11
36507,18
36508,42
36509,52
36510,53
36511,11
36512,4
36513,52
36514,6
36515,52
36516,3
36517,0
36518,29
36519,6
36520,26
36521,53
36522,28
36523,365
36524,38
36525,313
36526,208
36527,156
36528,16
36529,7
36530,156
36531,32
36532,13
36533,17
36534,156
36535,3
36536,156
36537,1
36538,11
36539,55
36540,313
36541,11
36542,9
36543,22
36544,12
36545,54
36546,55
36547,2
36548,0
36549,5
36550,5
36551,11
36552,22
36553,10
36554,1
36555,14
36556,5
36557,15
36558,0
36559,5
36560,5
36561,15
36562,40
36563,4
36564,19
36565,11
36566,6
36567,3
36568,4
36569,2
36570,6
36571,15
36572,29
36573,7
36574,8
36575,23
36576,14
36577,12
36578,2
36579,17
36580,14
36581,4
36582,18
36583,19
36584,28
36585,3
36586,14
36587,2
36588,7
36589,16
36590,17
36591,16
36592,4
36593,12
36594,0
36595,6
36596,31
36597,3
36598,7
36599,18
36600,19
36601,30
36602,15
36603,7
36604,29
36605,43
36606,33
36607,3
36608,6
36609,17
36610,39
36611,20
36612,46
36613,5
36614,26
36615,2
36616,19
36617,4
36618,23
36619,0
36620,18
36621,0
36622,29
36623,13
36624,7
36625,17
36626,14
36627,3
36628,33
36629,8
36630,18
36631,12
36632,12
36633,12
36634,10
36635,19
36636,27
36637,32
36638,39
36639,43
36640,29
36641,27
36642,34
36643,30
36644,5
36645,8
36646,12
36647,23
36648,3
36649,15
36650,0
36651,8
36652,41
36653,3
36654,6
36655,5
36656,0
36657,16
36658,9
36659,16
36660,0
36661,16
36662,4
36663,6
36664,7
36665,7
36666,2
36667,14
36668,5
36669,19
36670,23
36671,0
36672,8
36673,0
36674,6
36675,0
36676,12
36677,7
36678,18
36679,5
36680,0
36681,13
36682,13
36683,4
36684,11
36685,15
36686,7
36687,16
36688,17
36689,6
36690,15
36691,6
36692,12
36693,9
36694,0
36695,0
36696,13
36697,24
36698,1
36699,0
36700,44
36701,40
36702,34
36703,19
36704,3
36705,16
36706,13
36707,1
36708,30
36709,20
36710,6
36711,7
36712,5
36713,33
36714,9
36715,47
36716,16
36717,4
36718,27
36719,44
36720,18
36721,21
36722,30
36723,4
36724,28
36725,20
36726,0
36727,18
36728,15
36729,13
36730,34
36731,13
36732,19
36733,9
36734,11
36735,4
36736,24
36737,13
36738,9
36739,30
36740,31
36741,6
36742,28
36743,8
36744,35
36745,20
36746,8
36747,14
36748,19
36749,8
36750,14
36751,1
36752,5
36753,9
36754,7
36755,1
36756,1
36757,17
36758,17
36759,4
36760,8
36761,13
36762,17
36763,1
36764,6
36765,0
36766,0
36767,0
36768,12
36769,1
36770,0
36771,12
36772,40
36773,0
36774,1
36775,1
36776,7
36777,10
36778,14
36779,12
36780,18
36781,10
36782,6
36783,5
36784,8
36785,0
36786,25
36787,14
36788,1
36789,16
36790,1
36791,17
36792,2
36793,7
36794,4
36795,0
36796,1
36797,16
36798,13
36799,7
36800,14
36801,31
36802,36
36803,0
36804,21
36805,0
36806,20
36807,29
36808,6
36809,31
36810,45
36811,7
36812,41
36813,8
36814,4
36815,5
36816,21
36817,22
36818,15
36819,2
36820,48
36821,35
36822,5
36823,10
36824,29
36825,34
36826,0
36827,19
36828,16
36829,12
36830,35
36831,14
36832,14
36833,10
36834,1
36835,17
36836,20
36837,25
36838,14
36839,0
36840,0
36841,7
36842,31
36843,32
36844,9
36845,9
36846,19
36847,15
36848,5
36849,21
36850,10
36851,13
36852,17
36853,10
36854,6
36855,0
36856,13
36857,14
36858,0
36859,1
36860,9
36861,17
36862,0
36863,7
36864,11
36865,18
36866,8
36867,14
36868,2
36869,5
36870,18
36871,2
36872,1
36873,7
36874,1
36875,13
36876,2
36877,2
36878,1
36879,20
36880,15
36881,26
36882,15
36883,17
36884,8
36885,9
36886,11
36887,6
36888,19
36889,2
36890,1
36891,8
36892,2
36893,5
36894,9
36895,18
36896,3
36897,8
36898,11
36899,2
36900,8
36901,1
36902,6
36903,18
36904,30
36905,10
36906,0
36907,32
36908,0
36909,0
36910,15
36911,0
36912,30
36913,6
36914,42
36915,22
36916,37
36917,36
36918,32
36919,21
36920,1
36921,9
36922,32
36923,16
36924,10
36925,0
36926,6
36927,1
36928,0
36929,20
36930,17
36931,15
36932,15
36933,36
36934,11
36935,33
36936,13
36937,21
36938,26
36939,11
36940,0
36941,15
36942,1
36943,8
36944,3
36945,7
36946,20
36947,2
36948,46
36949,22
36950,16
36951,2
36952,6
36953,0
36954,1
36955,2
36956,0
36957,0
36958,3
36959,3
36960,3
36961,7
36962,3
36963,12
36964,0
36965,2
36966,0
36967,19
36968,9
36969,19
36970,2
36971,14
36972,11
36973,0
36974,5
36975,0
36976,12
36977,0
36978,0
36979,14
36980,18
36981,10
36982,27
36983,0
36984,5
36985,11
36986,0
36987,9
36988,0
36989,0
36990,16
36991,9
36992,3
36993,0
36994,0
36995,16
36996,4
36997,0
36998,10
36999,0
37000,0
37001,10
37002,38
37003,34
37004,1
37005,7
37006,2
37007,7
37008,0
37009,9
37010,16
37011,2
37012,47
37013,22
37014,33
37015,17
37016,6
37017,37
37018,23
37019,15
37020,31
37021,33
37022,11
37023,22
37024,19
37025,23
37026,7
37027,2
37028,21
37029,18
37030,37
37031,16
37032,16
37033,12
37034,12
37035,33
37036,11
37037,1
37038,17
37039,3
37040,27
37041,43
37042,8
37043,9
37044,16
37045,21
37046,4
37047,14
37048,31
37049,28
37050,11
37051,1
37052,15
37053,0
37054,11
37055,0
37056,2
37057,4
37058,0
37059,1
37060,9
37061,3
37062,0
37063,16
37064,1
37065,19
37066,0
37067,0
37068,0
37069,0
37070,1
37071,4
37072,1
37073,12
37074,20
37075,0
37076,10
37077,3
37078,10
37079,10
37080,2
37081,1
37082,4
37083,5
37084,11
37085,6
37086,17
37087,7
37088,17
37089,19
37090,13
37091,8
37092,3
37093,12
37094,4
37095,3
37096,4
37097,13
37098,4
37099,4
37100,16
37101,0
37102,35
37103,11
37104,3
37105,2
37106,32
37107,39
37108,8
37109,23
37110,24
37111,48
37112,10
37113,38
37114,24
37115,12
37116,34
37117,11
37118,17
37119,3
37120,17
37121,34
37122,44
37123,18
37124,8
37125,18
37126,8
37127,3
37128,22
37129,19
37130,17
37131,38
37132,13
37133,17
37134,13
37135,12
37136,12
37137,28
37138,4
37139,9
37140,23
37141,10
37142,22
37143,20
37144,2
37145,5
37146,34
37147,15
37148,29
37149,0
37150,11
37151,9
37152,1
37153,16
37154,1
37155,3
37156,14
37157,10
37158,1
37159,21
37160,0
37161,13
37162,0
37163,5
37164,17
37165,12
37166,0
37167,1
37168,1
37169,13
37170,3
37171,4
37172,20
37173,0
37174,4
37175,4
37176,4
37177,24
37178,8
37179,5
37180,6
37181,12
37182,1
37183,5
37184,1
37185,0
37186,0
37187,7
37188,18
37189,14
37190,5
37191,2
37192,1
37193,4
37194,5
37195,0
37196,7
37197,5
37198,11
37199,18
37200,17
37201,33
37202,3
37203,35
37204,18
37205,45
37206,3
37207,36
37208,4
37209,12
37210,35
37211,24
37212,35
37213,39
37214,40
37215,13
37216,25
37217,11
37218,12
37219,25
37220,9
37221,49
37222,12
37223,16
37224,0
37225,6
37226,9
37227,4
37228,23
37229,20
37230,18
37231,14
37232,14
37233,39
37234,18
37235,13
37236,13
37237,10
37238,29
37239,19
37240,21
37241,11
37242,23
37243,5
37244,24
37245,6
37246,9
37247,0
37248,4
37249,5
37250,18
37251,14
37252,17
37253,11
37254,2
37255,5
37256,0
37257,8
37258,2
37259,22
37260,4
37261,5
37262,10
37263,0
37264,11
37265,2
37266,11
37267,15
37268,14
37269,0
37270,0
37271,13
37272,1
37273,18
37274,6
37275,30
37276,33
37277,2
37278,19
37279,6
37280,9
37281,13
37282,7
37283,0
37284,6
37285,8
37286,1
37287,0
37288,5
37289,15
37290,19
37291,6
37292,25
37293,6
37294,0
37295,12
37296,3
37297,2
37298,2
37299,19
37300,18
37301,4
37302,34
37303,13
37304,46
37305,5
37306,14
37307,19
37308,36
37309,4
37310,14
37311,25
37312,40
37313,13
37314,50
37315,36
37316,13
37317,7
37318,41
37319,0
37320,7
37321,37
37322,10
37323,19
37324,0
37325,0
37326,10
37327,5
37328,24
37329,19
37330,15
37331,15
37332,21
37333,40
37334,1
37335,0
37336,11
37337,14
37338,12
37339,22
37340,0
37341,30
37342,20
37343,24
37344,10
37345,17
37346,25
37347,6
37348,0
37349,5
37350,6
37351,1
37352,0
37353,0
37354,1
37355,18
37356,26
37357,1
37358,15
37359,0
37360,3
37361,0
37362,3
37363,5
37364,2
37365,3
37366,6
37367,19
37368,0
37369,12
37370,12
37371,0
37372,4
37373,23
37374,3
37375,0
37376,3
37377,20
37378,26
37379,7
37380,1
37381,8
37382,12
37383,10
37384,31
37385,0
37386,14
37387,19
37388,0
37389,16
37390,6
37391,0
37392,0
37393,7
37394,7
37395,13
37396,7
37397,3
37398,7
37399,9
37400,19
37401,7
37402,5
37403,26
37404,1
37405,14
37406,0
37407,35
37408,37
37409,47
37410,0
37411,14
37412,14
37413,20
37414,38
37415,26
37416,51
37417,41
37418,8
37419,6
37420,6
37421,5
37422,8
37423,13
37424,7
37425,37
37426,11
37427,6
37428,25
37429,0
37430,16
37431,16
37432,20
37433,12
37434,22
37435,15
37436,41
37437,15
37438,23
37439,11
37440,20
37441,31
37442,21
37443,25
37444,1
37445,18
37446,11
37447,2
37448,8
37449,7
37450,2
37451,4
37452,19
37453,0
37454,4
37455,4
37456,21
37457,0
37458,0
37459,32
37460,5
37461,2
37462,0
37463,27
37464,26
37465,0
37466,6
37467,20
37468,16
37469,1
37470,0
