,tau
2954,0
2955,11
2956,0
2957,15
2958,1
2959,7
2960,14
2961,8
2962,0
2963,0
2964,0
2965,3
2966,2
2967,13
2968,1
2969,7
2970,5
2971,0
2972,7
2973,11
2974,3
2975,0
2976,1
2977,4
2978,3
2979,11
2980,3
2981,16
2982,22
2983,9
2984,2
2985,19
2986,3
2987,8
2988,12
2989,0
2990,28
2991,10
2992,4
2993,2
2994,16
2995,4
2996,18
2997,3
2998,0
2999,26
3000,25
3001,23
3002,16
3003,12
3004,23
3005,14
3006,10
3007,1
3008,30
3009,26
3010,18
3011,5
3012,1
3013,7
3014,17
3015,8
3016,30
3017,11
3018,10
3019,1
3020,19
3021,10
3022,23
3023,17
3024,22
3025,7
3026,13
3027,6
3028,30
3029,13
3030,9
3031,24
3032,30
3033,1
3034,29
3035,30
3036,22
3037,8
3038,16
3039,14
3040,11
3041,22
3042,13
3043,13
3044,14
3045,24
3046,14
3047,24
3048,17
3049,4
3050,17
3051,7
3052,13
3053,0
3054,4
3055,2
3056,0
3057,19
3058,0
3059,8
3060,9
3061,1
3062,8
3063,3
3064,0
3065,8
3066,12
3067,14
3068,14
3069,2
3070,0
3071,0
3072,15
3073,6
3074,3
3075,14
3076,17
3077,2
3078,3
3079,12
3080,12
3081,9
3082,4
3083,10
3084,27
3085,1
3086,11
3087,0
3088,0
3089,13
3090,5
3091,5
3092,1
3093,5
3094,0
3095,4
3096,4
3097,12
3098,1
3099,2
3100,9
3101,31
3102,24
3103,15
3104,13
3105,31
3106,20
3107,17
3108,26
3109,24
3110,31
3111,24
3112,6
3113,9
3114,7
3115,18
3116,8
3117,11
3118,12
3119,27
3120,23
3121,2
3122,11
3123,18
3124,25
3125,4
3126,14
3127,0
3128,7
3129,31
3130,14
3131,10
3132,2
3133,30
3134,25
3135,15
3136,31
3137,25
3138,9
3139,12
3140,15
3141,17
3142,14
3143,14
3144,23
3145,0
3146,15
3147,23
3148,8
3149,2
3150,10
3151,2
3152,4
3153,8
3154,2
3155,0
3156,3
3157,14
3158,9
3159,15
3160,18
3161,6
3162,2
3163,1
3164,7
3165,0
3166,3
3167,9
3168,20
3169,3
3170,0
3171,0
3172,4
3173,1
3174,5
3175,0
3176,14
3177,13
3178,2
3179,0
3180,11
3181,5
3182,0
3183,5
3184,3
3185,18
3186,11
3187,6
3188,0
3189,1
3190,12
3191,7
3192,13
3193,19
3194,28
3195,2
3196,5
3197,6
3198,18
3199,13
3200,32
3201,3
3202,25
3203,27
3204,14
3205,26
3206,16
3207,10
3208,32
3209,18
3210,6
3211,16
3212,4
3213,25
3214,13
3215,9
3216,25
3217,32
3218,11
3219,1
3220,24
3221,7
3222,21
3223,26
3224,3
3225,12
3226,15
3227,8
3228,32
3229,15
3230,3
3231,31
3232,11
3233,19
3234,13
3235,12
3236,10
3237,32
3238,24
3239,1
3240,15
3241,5
3242,15
3243,16
3244,18
3245,24
3246,16
3247,26
3248,28
3249,10
3250,3
3251,1
3252,2
3253,2
3254,8
3255,15
3256,7
3257,15
3258,0
3259,5
3260,19
3261,3
3262,14
3263,1
3264,3
3265,4
3266,1
3267,5
3268,0
3269,1
3270,1
3271,4
3272,4
3273,1
3274,19
3275,0
3276,3
3277,4
3278,9
3279,19
3280,7
3281,3
3282,13
3283,6
3284,2
3285,12
3286,8
3287,0
3288,12
3289,14
3290,19
3291,6
3292,9
3293,6
3294,16
3295,5
3296,14
3297,7
3298,10
3299,29
3300,27
3301,25
3302,2
3303,17
3304,11
3305,13
3306,28
3307,15
3308,33
3309,8
3310,4
3311,4
3312,33
3313,4
3314,14
3315,10
3316,12
3317,17
3318,26
3319,19
3320,17
3321,26
3322,22
3323,25
3324,17
3325,7
3326,16
3327,9
3328,33
3329,16
3330,4
3331,32
3332,12
3333,20
3334,14
3335,5
3336,11
3337,27
3338,33
3339,6
3340,4
3341,16
3342,2
3343,16
3344,19
3345,0
3346,25
3347,27
3348,8
3349,33
3350,13
3351,1
3352,6
3353,20
3354,16
3355,9
3356,3
3357,0
3358,0
3359,1
3360,6
3361,4
3362,16
3363,2
3364,5
3365,8
3366,2
3367,2
3368,15
3369,4
3370,5
3371,2
3372,2
3373,3
3374,4
3375,32
3376,3
3377,1
3378,13
3379,14
3380,3
3381,11
3382,8
3383,17
3384,0
3385,7
3386,9
3387,7
3388,10
3389,11
3390,10
3391,15
3392,13
3393,5
3394,6
3395,1
3396,3
3397,15
3398,2
3399,7
3400,15
3401,13
3402,12
3403,20
3404,18
3405,29
3406,26
3407,3
3408,18
3409,9
3410,11
3411,26
3412,34
3413,9
3414,16
3415,5
3416,5
3417,27
3418,18
3419,16
3420,23
3421,14
3422,17
3423,12
3424,17
3425,20
3426,17
3427,1
3428,10
3429,34
3430,5
3431,0
3432,17
3433,13
3434,33
3435,1
3436,15
3437,21
3438,28
3439,5
3440,0
3441,6
3442,28
3443,34
3444,26
3445,3
3446,18
3447,7
3448,34
3449,8
3450,28
3451,4
3452,16
3453,5
3454,11
3455,7
3456,21
3457,6
3458,33
3459,14
3460,0
3461,5
3462,16
3463,8
3464,5
3465,17
3466,6
3467,0
3468,0
3469,0
3470,0
3471,4
3472,3
3473,3
3474,17
3475,6
3476,2
3477,10
3478,5
3479,18
3480,14
3481,15
3482,10
3483,8
3484,7
3485,2
3486,4
3487,11
3488,14
3489,3
3490,2
3491,12
3492,3
3493,7
3494,12
3495,8
3496,6
3497,4
3498,2
3499,4
3500,13
3501,6
3502,19
3503,27
3504,10
3505,4
3506,18
3507,14
3508,17
3509,10
3510,9
3511,19
3512,28
3513,35
3514,19
3515,27
3516,12
3517,6
3518,15
3519,17
3520,21
3521,16
3522,30
3523,22
3524,35
3525,8
3526,18
3527,2
3528,11
3529,1
3530,35
3531,6
3532,8
3533,16
3534,6
3535,24
3536,18
3537,7
3538,34
3539,29
3540,13
3541,2
3542,4
3543,1
3544,29
3545,27
3546,18
3547,14
3548,19
3549,0
3550,11
3551,0
3552,1
3553,17
3554,8
3555,6
3556,0
3557,0
3558,5
3559,34
3560,1
3561,0
3562,17
3563,4
3564,22
3565,6
3566,7
3567,11
3568,15
3569,0
3570,12
3571,7
3572,18
3573,5
3574,5
3575,0
3576,18
3577,6
3578,4
3579,15
3580,9
3581,19
3582,16
3583,5
3584,3
3585,3
3586,3
3587,3
3588,6
3589,4
3590,15
3591,5
3592,9
3593,7
3594,8
3595,13
3596,5
3597,13
3598,11
3599,12
3600,20
3601,5
3602,22
3603,31
3604,11
3605,7
3606,25
3607,7
3608,28
3609,11
3610,28
3611,9
3612,19
3613,15
3614,18
3615,0
3616,13
3617,10
3618,29
3619,14
3620,36
3621,36
3622,1
3623,30
3624,30
3625,20
3626,3
3627,19
3628,0
3629,12
3630,7
3631,2
3632,9
3633,8
3634,36
3635,19
3636,7
3637,3
3638,1
3639,19
3640,15
3641,23
3642,35
3643,28
3644,5
3645,14
3646,2
3647,17
3648,12
3649,20
3650,17
3651,19
3652,10
3653,9
3654,12
3655,35
3656,6
3657,5
3658,23
3659,1
3660,0
3661,7
3662,2
3663,2
3664,0
3665,7
3666,7
3667,18
3668,6
3669,0
3670,1
3671,0
3672,8
3673,10
3674,1
3675,5
3676,7
3677,4
3678,5
3679,18
3680,16
3681,10
3682,16
3683,6
3684,17
3685,0
3686,4
3687,13
3688,4
3689,5
3690,6
3691,18
3692,12
3693,14
3694,9
3695,6
3696,8
3697,16
3698,14
3699,4
3700,29
3701,12
3702,14
3703,26
3704,8
3705,0
3706,12
3707,6
3708,2
3709,21
3710,37
3711,10
3712,6
3713,19
3714,11
3715,23
3716,13
3717,8
3718,16
3719,21
3720,37
3721,11
3722,31
3723,24
3724,20
3725,18
3726,4
3727,20
3728,9
3729,8
3730,10
3731,8
3732,3
3733,4
3734,18
3735,32
3736,1
3737,37
3738,20
3739,16
3740,36
3741,31
3742,15
3743,3
3744,6
3745,29
3746,2
3747,13
3748,30
3749,0
3750,17
3751,5
3752,9
3753,2
3754,1
3755,2
3756,1
3757,11
3758,0
3759,10
3760,0
3761,15
3762,1
3763,6
3764,7
3765,2
3766,24
3767,6
3768,8
3769,1
3770,0
3771,0
3772,0
3773,3
3774,36
3775,20
3776,8
3777,0
3778,5
3779,19
3780,5
3781,7
3782,6
3783,19
3784,17
3785,7
3786,14
3787,5
3788,15
3789,13
3790,10
3791,15
3792,2
3793,9
3794,13
3795,18
3796,17
3797,8
3798,3
3799,7
3800,30
3801,38
3802,13
3803,9
3804,13
3805,15
3806,3
3807,24
3808,27
3809,12
3810,17
3811,12
3812,7
3813,7
3814,11
3815,14
3816,6
3817,20
3818,19
3819,35
3820,32
3821,22
3822,1
3823,38
3824,7
3825,6
3826,3
3827,5
3828,10
3829,21
3830,11
3831,9
3832,4
3833,2
3834,5
3835,21
3836,9
3837,19
3838,25
3839,4
3840,21
3841,17
3842,37
3843,32
3844,30
3845,16
3846,33
3847,14
3848,31
3849,8
3850,0
3851,1
3852,0
3853,0
3854,19
3855,9
3856,18
3857,11
3858,3
3859,8
3860,3
3861,2
3862,0
3863,14
3864,16
3865,2
3866,4
3867,0
3868,1
3869,0
3870,0
3871,12
3872,0
3873,25
3874,37
3875,7
3876,4
3877,0
3878,8
3879,15
3880,6
3881,7
3882,8
3883,14
3884,18
3885,7
3886,2
3887,9
3888,14
3889,18
3890,20
3891,10
3892,9
3893,16
3894,3
3895,1
3896,0
3897,16
3898,10
3899,11
3900,14
3901,8
3902,10
3903,13
3904,22
3905,33
3906,13
3907,28
3908,16
3909,4
3910,25
3911,8
3912,20
3913,31
3914,12
3915,39
3916,14
3917,7
3918,15
3919,36
3920,17
3921,23
3922,33
3923,2
3924,38
3925,21
3926,4
3927,6
3928,11
3929,12
3930,22
3931,10
3932,6
3933,5
3934,10
3935,18
3936,20
3937,0
3938,39
3939,15
3940,5
3941,0
3942,26
3943,0
3944,34
3945,22
3946,31
3947,3
3948,7
3949,3
3950,8
3951,0
3952,21
3953,1
3954,11
3955,0
3956,12
3957,1
3958,0
3959,0
3960,15
3961,19
3962,0
3963,1
3964,5
3965,3
3966,0
3967,1
3968,9
3969,0
3970,4
3971,19
3972,8
3973,4
3974,38
3975,0
3976,17
3977,17
3978,1
3979,9
3980,0
3981,16
3982,9
3983,15
3984,8
3985,15
3986,4
3987,12
3988,7
3989,10
3990,0
3991,9
3992,5
3993,19
3994,1
3995,3
3996,0
3997,2
3998,10
3999,18
4000,24
4001,17
4002,34
4003,14
4004,18
4005,34
4006,37
4007,5
4008,9
4009,32
4010,8
4011,8
4012,1
4013,23
4014,1
4015,29
4016,13
4017,21
4018,16
4019,40
4020,11
4021,4
4022,15
4023,4
4024,19
4025,9
4026,12
4027,7
4028,5
4029,7
4030,13
4031,11
4032,23
4033,3
4034,6
4035,39
4036,11
4037,21
4038,40
4039,16
4040,6
4041,35
4042,27
4043,32
4044,0
4045,23
4046,14
4047,2
4048,22
4049,15
4050,0
4051,0
4052,18
4053,16
4054,0
4055,19
4056,22
4057,1
4058,18
4059,2
4060,0
4061,13
4062,4
4063,0
4064,1
4065,5
4066,12
4067,9
4068,6
4069,2
4070,2
4071,1
4072,1
4073,0
4074,2
4075,5
4076,6
4077,39
4078,9
4079,10
4080,16
4081,10
4082,0
4083,8
4084,11
4085,16
4086,2
4087,1
4088,9
4089,0
4090,0
4091,3
4092,1
4093,0
4094,2
4095,17
4096,10
4097,4
4098,11
4099,13
4100,0
4101,18
4102,15
4103,16
4104,40
4105,20
4106,9
4107,12
4108,10
4109,6
4110,35
4111,2
4112,19
4113,1
4114,17
4115,22
4116,33
4117,9
4118,17
4119,14
4120,5
4121,35
4122,25
4123,2
4124,28
4125,41
4126,13
4127,8
4128,6
4129,14
4130,8
4131,4
4132,12
4133,24
4134,7
4135,38
4136,12
4137,5
4138,17
4139,41
4140,7
4141,3
4142,0
4143,36
4144,33
4145,15
4146,24
4147,22
4148,24
4149,3
4150,23
4151,7
4152,1
4153,5
4154,10
4155,19
4156,18
4157,1
4158,2
4159,5
4160,1
4161,0
4162,2
4163,0
4164,0
4165,20
4166,2
4167,3
4168,19
4169,2
4170,6
4171,7
4172,3
4173,1
4174,2
4175,10
4176,14
4177,17
4178,11
4179,9
4180,10
4181,11
4182,4
4183,2
4184,16
4185,10
4186,3
4187,12
4188,17
4189,5
4190,11
4191,3
4192,40
4193,0
4194,6
4195,1
4196,12
4197,0
4198,0
4199,14
4200,16
4201,21
4202,18
4203,11
4204,17
4205,29
4206,34
4207,36
4208,25
4209,18
4210,15
4211,41
4212,24
4213,13
4214,2
4215,0
4216,10
4217,23
4218,20
4219,34
4220,26
4221,7
4222,10
4223,1
4224,37
4225,11
4226,14
4227,7
4228,9
4229,15
4230,9
4231,5
4232,13
4233,8
4234,25
4235,6
4236,13
4237,23
4238,4
4239,42
4240,6
4241,0
4242,8
4243,16
4244,39
4245,3
4246,1
4247,18
4248,0
4249,42
4250,19
4251,1
4252,4
4253,2
4254,6
4255,20
4256,1
4257,0
4258,1
4259,7
4260,0
4261,8
4262,3
4263,0
4264,0
4265,2
4266,0
4267,2
4268,4
4269,4
4270,0
4271,12
4272,6
4273,5
4274,0
4275,0
4276,11
4277,15
4278,12
4279,5
4280,11
4281,10
4282,12
4283,18
4284,3
4285,3
4286,12
4287,4
4288,18
4289,1
4290,7
4291,6
4292,41
4293,17
4294,15
4295,13
4296,3
4297,3
4298,11
4299,4
4300,42
4301,30
4302,26
4303,18
4304,35
4305,0
4306,4
4307,17
4308,1
4309,19
4310,14
4311,25
4312,12
4313,37
4314,8
4315,11
4316,3
4317,22
4318,13
4319,1
4320,27
4321,19
4322,12
4323,24
4324,38
4325,35
4326,15
4327,10
4328,8
4329,16
4330,10
4331,6
4332,0
4333,14
4334,9
4335,0
4336,26
4337,40
4338,5
4339,17
4340,43
4341,9
4342,7
4343,11
4344,2
4345,19
4346,7
4347,14
4348,16
4349,6
4350,6
4351,0
4352,1
4353,12
4354,21
4355,2
4356,1
4357,3
4358,0
4359,3
4360,4
4361,4
4362,1
4363,0
4364,13
4365,27
4366,0
4367,1
4368,0
4369,0
4370,0
4371,0
4372,12
4373,0
4374,2
4375,8
4376,9
4377,7
4378,19
4379,2
4380,5
4381,4
4382,4
4383,5
4384,11
4385,13
4386,7
4387,4
4388,13
4389,14
4390,16
4391,18
4392,16
4393,8
4394,5
4395,42
4396,4
4397,19
4398,2
4399,12
4400,2
4401,5
4402,0
4403,0
4404,36
4405,26
4406,19
4407,20
4408,0
4409,5
4410,20
4411,18
4412,27
4413,12
4414,31
4415,13
4416,4
4417,43
4418,38
4419,14
4420,20
4421,20
4422,8
4423,7
4424,13
4425,16
4426,11
4427,9
4428,17
4429,11
4430,15
4431,10
4432,18
4433,41
4434,7
4435,28
4436,27
4437,0
4438,15
4439,25
4440,44
4441,12
4442,10
4443,39
4444,3
4445,1
4446,8
4447,6
4448,9
4449,6
4450,0
4451,8
4452,19
4453,9
4454,22
4455,14
4456,3
4457,13
4458,1
4459,4
4460,5
4461,12
4462,1
4463,0
4464,1
4465,2
4466,1
4467,2
4468,9
4469,0
4470,1
4471,1
4472,2
4473,4
4474,43
4475,13
4476,3
4477,3
4478,5
4479,17
4480,6
4481,5
4482,15
4483,6
4484,6
4485,3
4486,8
4487,14
4488,5
4489,14
4490,5
4491,15
4492,2
4493,0
4494,17
4495,17
4496,1
4497,20
4498,10
4499,13
4500,21
4501,21
4502,0
4503,11
4504,20
4505,8
4506,9
4507,27
4508,21
4509,37
4510,6
4511,14
4512,4
4513,0
4514,0
4515,32
4516,5
4517,19
4518,21
4519,28
4520,40
4521,13
4522,1
4523,7
4524,14
4525,17
4526,10
4527,0
4528,12
4529,18
4530,0
4531,12
4532,42
4533,19
4534,11
4535,29
4536,16
4537,6
4538,28
4539,9
4540,3
4541,2
4542,16
4543,26
4544,3
4545,45
4546,4
4547,13
4548,39
4549,6
4550,14
4551,18
4552,2
4553,2
4554,1
4555,1
4556,13
4557,2
4558,2
4559,4
4560,14
4561,23
4562,3
4563,5
4564,2
4565,3
4566,3
4567,1
4568,2
4569,8
4570,10
4571,5
4572,7
4573,2
4574,10
4575,12
4576,6
4577,44
4578,8
4579,7
4580,4
4581,14
4582,1
4583,6
4584,9
4585,18
4586,2
4587,6
4588,15
4589,18
4590,7
4591,16
4592,15
4593,16
4594,21
4595,15
4596,4
4597,11
4598,10
4599,9
4600,8
4601,22
4602,45
4603,15
4604,12
4605,22
4606,14
4607,41
4608,4
4609,5
4610,15
4611,7
4612,10
4613,38
4614,2
4615,7
4616,15
4617,21
4618,0
4619,3
4620,8
4621,22
4622,30
4623,3
4624,46
4625,5
4626,18
4627,1
4628,11
4629,13
4630,19
4631,13
4632,20
4633,0
4634,43
4635,5
4636,12
4637,14
4638,17
4639,4
4640,0
4641,8
4642,29
4643,10
4644,27
4645,2
4646,17
4647,1
4648,7
4649,28
4650,6
4651,24
4652,0
4653,2
4654,7
4655,2
4656,3
4657,3
4658,3
4659,5
4660,0
4661,3
4662,6
4663,4
4664,0
4665,15
4666,13
4667,11
4668,3
4669,11
4670,9
4671,19
4672,0
4673,4
4674,0
4675,2
4676,11
4677,10
4678,0
4679,9
4680,22
4681,16
4682,15
4683,10
4684,22
4685,19
4686,17
4687,19
4688,9
4689,7
4690,7
4691,12
4692,16
4693,3
4694,16
4695,8
4696,5
4697,17
4698,0
4699,3
4700,13
4701,23
4702,9
4703,23
4704,8
4705,6
4706,31
4707,15
4708,4
4709,4
4710,16
4711,3
4712,0
4713,8
4714,16
4715,11
4716,39
4717,7
4718,6
4719,8
4720,29
4721,1
4722,18
4723,18
4724,16
4725,11
4726,2
4727,12
4728,20
4729,14
4730,21
4731,44
4732,14
4733,13
4734,5
4735,0
4736,15
4737,2
4738,30
4739,3
4740,23
4741,3
4742,6
4743,47
4744,28
4745,9
4746,42
4747,9
4748,19
4749,0
4750,11
4751,8
4752,25
4753,4
4754,4
4755,8
4756,1
4757,7
4758,6
4759,1
4760,7
4761,4
4762,14
4763,4
4764,0
4765,1
4766,12
4767,7
4768,16
4769,9
4770,0
4771,8
4772,46
4773,5
4774,3
4775,3
4776,17
4777,11
4778,16
4779,20
4780,10
4781,8
4782,23
4783,5
4784,23
4785,6
4786,17
4787,20
4788,13
4789,18
4790,17
4791,12
4792,18
4793,1
4794,10
4795,4
4796,8
4797,9
4798,10
4799,4
4800,19
4801,30
4802,24
4803,10
4804,29
4805,43
4806,17
4807,7
4808,5
4809,17
4810,9
4811,9
4812,16
4813,14
4814,7
4815,0
4816,12
4817,17
4818,8
4819,40
4820,7
4821,32
4822,4
4823,20
4824,9
4825,3
4826,13
4827,22
4828,21
4829,45
4830,15
4831,6
4832,15
4833,16
4834,0
4835,48
4836,0
4837,14
4838,14
4839,10
4840,4
4841,19
4842,2
4843,24
4844,4
4845,31
4846,10
4847,3
4848,24
4849,0
4850,21
4851,12
4852,26
4853,2
4854,6
4855,11
4856,9
4857,13
4858,0
4859,4
4860,9
4861,18
4862,1
4863,1
4864,8
4865,6
4866,15
4867,0
4868,0
4869,4
4870,7
4871,5
4872,9
4873,2
4874,18
4875,1
4876,8
4877,5
4878,47
4879,0
4880,12
4881,24
4882,19
4883,11
4884,5
4885,12
4886,2
4887,5
4888,7
4889,17
4890,5
4891,21
4892,9
4893,11
4894,10
4895,18
4896,5
4897,9
4898,0
4899,5
4900,8
4901,30
4902,44
4903,25
4904,6
4905,8
4906,18
4907,15
4908,11
4909,10
4910,18
4911,13
4912,9
4913,20
4914,18
4915,22
4916,25
4917,10
4918,0
4919,6
4920,31
4921,15
4922,49
4923,17
4924,8
4925,14
4926,4
4927,21
4928,7
4929,23
4930,22
4931,46
4932,4
4933,16
4934,3
4935,32
4936,16
4937,3
4938,15
4939,5
4940,11
4941,5
4942,25
4943,11
4944,20
4945,18
4946,10
4947,1
4948,41
4949,10
4950,8
4951,19
4952,10
4953,2
4954,13
4955,0
4956,9
4957,1
4958,16
4959,7
4960,7
4961,13
4962,0
4963,2
4964,19
4965,0
4966,10
4967,0
4968,0
4969,19
4970,9
4971,1
4972,48
4973,5
4974,3
4975,6
4976,0
4977,18
4978,25
4979,10
4980,12
4981,9
4982,6
4983,6
4984,12
4985,6
4986,13
4987,10
4988,17
4989,0
4990,3
4991,6
4992,22
4993,6
4994,19
4995,14
4996,11
4997,12
4998,27
4999,5
5000,31
5001,9
5002,10
5003,19
5004,9
5005,16
5006,7
5007,45
5008,32
5009,11
5010,23
5011,26
5012,7
5013,4
5014,11
5015,12
5016,11
5017,21
5018,19
5019,9
5020,50
5021,10
5022,50
5023,5
5024,9
5025,11
5026,8
5027,24
5028,22
5029,15
5030,23
5031,47
5032,4
5033,18
5034,17
5035,33
5036,5
5037,0
5038,6
5039,26
5040,19
5041,11
5042,6
5043,16
5044,12
5045,12
5046,21
5047,17
5048,14
5049,2
5050,11
5051,0
5052,4
5053,0
5054,4
5055,19
5056,14
5057,6
5058,8
5059,0
5060,13
5061,12
5062,0
5063,1
5064,0
5065,6
5066,10
5067,0
5068,0
5069,8
5070,14
5071,0
5072,16
5073,17
5074,4
5075,11
5076,3
5077,11
5078,7
5079,7
5080,7
5081,13
5082,1
5083,1
5084,0
5085,2
5086,13
5087,7
5088,26
5089,3
5090,7
5091,7
5092,15
5093,28
5094,23
5095,1
5096,2
5097,10
5098,14
5099,18
5100,4
5101,8
5102,33
5103,8
5104,20
5105,51
5106,12
5107,22
5108,10
5109,5
5110,24
5111,12
5112,11
5113,0
5114,10
5115,20
5116,32
5117,27
5118,8
5119,51
5120,8
5121,46
5122,10
5123,27
5124,17
5125,22
5126,9
5127,25
5128,5
5129,23
5130,48
5131,24
5132,16
5133,19
5134,6
5135,34
5136,18
5137,20
5138,12
5139,7
5140,7
5141,13
5142,13
5143,17
5144,10
5145,12
5146,11
5147,18
5148,6
5149,27
5150,14
5151,5
5152,1
5153,13
5154,3
5155,2
5156,8
5157,0
5158,35
5159,0
5160,1
5161,15
5162,0
5163,1
5164,14
5165,7
5166,20
5167,1
5168,9
5169,21
5170,11
5171,0
5172,18
5173,15
5174,5
5175,1
5176,0
5177,3
5178,17
5179,2
5180,0
5181,12
5182,13
5183,2
5184,2
5185,12
5186,8
5187,14
5188,8
5189,8
5190,1
5191,15
5192,19
5193,29
5194,16
5195,11
5196,4
5197,3
5198,5
5199,0
5200,6
5201,21
5202,21
5203,35
5204,9
5205,13
5206,23
5207,34
5208,52
5209,11
5210,13
5211,9
5212,47
5213,11
5214,11
5215,33
5216,25
5217,5
5218,0
5219,28
5220,52
5221,12
5222,18
5223,19
5224,8
5225,2
5226,7
5227,10
5228,26
5229,6
5230,24
5231,49
5232,20
5233,25
5234,17
5235,11
5236,7
5237,0
5238,13
5239,21
5240,8
5241,28
5242,12
5243,13
5244,14
5245,18
5246,14
5247,19
5248,17
5249,0
5250,0
5251,2
5252,4
5253,16
5254,3
5255,21
5256,2
5257,2
5258,9
5259,36
5260,4
5261,16
5262,14
5263,6
5264,16
5265,6
5266,2
5267,12
5268,13
5269,10
5270,0
5271,15
5272,0
5273,0
5274,0
5275,0
5276,13
5277,6
5278,9
5279,9
5280,3
5281,15
5282,18
5283,3
5284,13
5285,30
5286,3
5287,9
5288,0
5289,2
5290,9
5291,0
5292,14
5293,5
5294,12
5295,28
5296,4
5297,9
5298,15
5299,2
5300,19
5301,10
5302,4
5303,15
5304,22
5305,24
5306,36
5307,48
5308,10
5309,35
5310,29
5311,0
5312,12
5313,18
5314,13
5315,14
5316,4
5317,22
5318,34
5319,12
5320,19
5321,7
5322,53
5323,22
5324,9
5325,17
5326,8
5327,11
5328,27
5329,25
5330,7
5331,50
5332,21
5333,20
5334,8
5335,12
5336,26
5337,18
5338,15
5339,20
5340,29
5341,1
5342,14
5343,13
5344,9
5345,19
5346,11
5347,14
5348,12
5349,14
5350,10
5351,6
5352,37
5353,1
5354,17
5355,1
5356,7
5357,5
5358,1
5359,3
5360,14
5361,17
5362,4
5363,15
5364,7
5365,3
5366,23
5367,1
5368,13
5369,0
5370,14
5371,1
5372,5
5373,17
5374,16
5375,3
5376,0
5377,10
5378,6
5379,31
5380,22
5381,14
5382,26
5383,4
5384,10
5385,14
5386,10
5387,5
5388,16
5389,11
5390,0
5391,3
5392,1
5393,15
5394,16
5395,10
5396,10
5397,4
5398,7
5399,13
5400,11
5401,25
5402,12
5403,5
5404,36
5405,10
5406,35
5407,49
5408,15
5409,8
5410,13
5411,5
5412,23
5413,7
5414,23
5415,19
5416,13
5417,14
5418,20
5419,11
5420,20
5421,1
5422,13
5423,23
5424,16
5425,11
5426,12
5427,28
5428,9
5429,26
5430,8
5431,15
5432,22
5433,27
5434,19
5435,54
5436,51
5437,9
5438,14
5439,2
5440,21
5441,10
5442,20
5443,37
5444,30
5445,15
5446,16
5447,21
5448,2
5449,30
5450,15
5451,6
5452,3
5453,11
5454,0
5455,38
5456,2
5457,4
5458,18
5459,15
5460,2
5461,12
5462,1
5463,0
5464,2
5465,8
5466,18
5467,0
5468,8
5469,0
5470,4
5471,0
5472,14
5473,24
5474,5
5475,16
5476,15
5477,17
5478,27
5479,4
5480,2
5481,13
5482,5
5483,11
5484,6
5485,17
5486,11
5487,11
5488,15
5489,1
5490,11
5491,15
5492,4
5493,18
5494,14
5495,7
5496,16
5497,1
5498,17
5499,8
5500,13
5501,9
5502,11
5503,14
5504,36
5505,3
5506,38
5507,12
5508,55
5509,7
5510,24
5511,8
5512,14
5513,24
5514,50
5515,15
5516,26
5517,5
5518,20
5519,12
5520,37
5521,21
5522,6
5523,22
5524,17
5525,12
5526,13
5527,29
5528,10
5529,16
5530,9
5531,23
5532,27
5533,28
5534,52
5535,4
5536,10
5537,21
5538,20
5539,24
5540,3
5541,22
5542,17
5543,11
5544,31
5545,16
5546,16
5547,15
5548,14
5549,0
5550,2
5551,2
5552,19
5553,17
5554,1
5555,1
5556,3
5557,39
5558,5
5559,6
5560,1
5561,3
5562,0
5563,0
5564,16
5565,12
5566,0
5567,0
5568,0
5569,0
5570,19
5571,0
5572,15
5573,25
5574,1
5575,3
5576,13
5577,3
5578,6
5579,6
5580,18
5581,12
5582,1
5583,31
5584,16
5585,2
5586,12
5587,12
5588,28
5589,8
5590,2
5591,12
5592,16
5593,16
5594,15
5595,7
5596,5
5597,14
5598,18
5599,9
5600,10
5601,39
5602,9
5603,15
5604,14
5605,18
5606,0
5607,8
5608,38
5609,37
5610,51
5611,13
5612,15
5613,13
5614,56
5615,3
5616,12
5617,16
5618,4
5619,25
5620,7
5621,6
5622,2
5623,53
5624,17
5625,22
5626,14
5627,17
5628,30
5629,10
5630,11
5631,24
5632,28
5633,16
5634,11
5635,17
5636,22
5637,4
5638,25
5639,4
5640,23
5641,5
5642,21
5643,12
5644,23
5645,32
5646,18
5647,29
5648,19
5649,15
5650,13
5651,2
5652,6
5653,17
5654,2
5655,0
5656,0
5657,0
5658,15
5659,1
5660,26
5661,4
5662,18
5663,1
5664,1
5665,1
5666,0
5667,0
5668,0
5669,1
5670,7
5671,16
5672,0
5673,1
5674,6
5675,13
5676,17
5677,40
5678,7
5679,17
5680,13
5681,1
5682,9
5683,7
5684,13
5685,13
5686,3
5687,10
5688,32
5689,3
5690,4
5691,8
5692,19
5693,4
5694,2
5695,16
5696,3
5697,13
5698,2
5699,29
5700,10
5701,57
5702,9
5703,20
5704,15
5705,16
5706,18
5707,11
5708,40
5709,7
5710,14
5711,16
5712,38
5713,14
5714,4
5715,52
5716,8
5717,17
5718,14
5719,5
5720,39
5721,19
5722,13
5723,5
5724,33
5725,16
5726,18
5727,15
5728,31
5729,11
5730,12
5731,5
5732,25
5733,17
5734,29
5735,24
5736,23
5737,12
5738,26
5739,54
5740,6
5741,30
5742,24
5743,18
5744,22
5745,8
5746,19
5747,3
5748,13
5749,0
5750,8
5751,3
5752,2
