fecha,posicion,cancion,artista,es_colaboracion
2024-11-28,522,Ain't No Love In Oklahoma,Luke Combs,0
2024-11-28,536,Cowgirls,Morgan WallenFeaturingERNEST,1
2024-11-28,550,Miles On It,Marshmello&Kane Brown,1
2024-11-28,564,2 Hands,Tate McRae,0
2024-11-28,578,TGIF,GloRilla,0
2024-11-28,592,Wind Up Missin' You,Tucker Wetmore,0
2024-11-28,606,It's Ok I'm Ok,Tate McRae,0
2024-11-28,620,Who,Jimin,0
2024-11-28,634,You Look Like You Love Me,Ella Langley FeaturingRiley Green,1
2024-11-28,648,It's The Most Wonderful Time Of The Year,Andy Williams,0
2024-11-28,662,A Holly Jolly Christmas,Burl Ives,0
2024-11-28,676,I Can Do It With A Broken Heart,Taylor Swift,0
2024-11-28,690,Beautiful As You,Thomas Rhett,0
2024-11-28,704,High Road,Zach Bryan,0
2024-11-28,718,Pink Pony Club,Chappell Roan,0
2024-11-28,732,Running Wild,JIN,0
2024-11-28,746,Help Me,Real Boston Richey,0
2024-11-28,760,Dancing In The Flames,The Weeknd,0
2024-11-28,774,Insecurities,Lil Baby,0
2024-11-28,788,"Darling, I","Tyler, The CreatorFeaturing Teezo Touchdown",1
2024-11-28,802,I Never Lie,Zach Top,0
2024-11-28,816,Disease,Lady Gaga,0
2024-11-28,830,Khe?,Rauw Alejandro&Romeo Santos,1
2024-11-28,844,Juno,Sabrina Carpenter,0
2024-11-28,858,Liar,Jelly Roll,0
2024-11-28,872,25,Rod Wave,0
2024-11-28,886,Heart Of A Woman,Summer Walker,0
2024-11-28,900,I'm Gonna Love You,Cody Johnson&Carrie Underwood,1
2024-11-28,914,Residuals,Chris Brown,0
2024-11-28,928,Dos Dias,Tito Double P &Peso Pluma,1
2024-11-28,942,AGATS2 (Insecure),Juice WRLD&Nicki Minaj,1
2024-11-28,956,Tu Con El,Rauw Alejandro,0
2024-11-28,970,Rah Tah Tah,"Tyler, The Creator",1
2024-11-28,984,Good News,Shaboozey,0
2024-11-28,998,I Luv Her,GloRilla&T-Pain,1
2024-11-28,1012,Close To You,Gracie Abrams,0
2024-11-28,1026,The Emptiness Machine,Linkin Park,0
2024-11-28,1040,Thought I Was Dead,"Tyler, The CreatorFeaturingScHoolboy Q&Santigold",1
2024-11-28,1054,Bad Dreams,Teddy Swims,0
2024-11-28,1068,Think I'm In Love With You,Chris Stapleton,0
2024-11-28,1082,Shake Dat Ass (Twerk Song),BossMan Dlow,0
2024-11-28,1096,Diet Pepsi,Addison Rae,0
2024-11-28,1110,4x4xU,Lainey Wilson,0
2024-11-28,1124,Guy For That,Post MaloneFeaturingLuke Combs,1
2024-11-28,1138,Se Fue,Rauw Alejandro&Laura Pausini,1
2024-11-28,1152,No Pole,Don Toliver,0
2024-11-28,1166,Noid,"Tyler, The Creator",1
2024-11-28,1180,Him All Along,Gunna,0
2024-11-28,1194,Am I Okay?,Megan Moroney,0
2024-11-28,1208,Good Graces,Sabrina Carpenter,0
2024-11-28,1222,Revolu,Rauw Alejandro&Feid,1
2024-11-28,1236,Apple,Charli xcx,0
2024-11-28,1250,La Patrulla,Peso Pluma& Neton Vega,1
2024-11-28,1264,El Lokeron,Tito Double P,0
2024-11-28,1278,28,Zach Bryan,0
2024-11-28,1292,New Drop,Don Toliver,0
2024-11-28,1306,Lonely Road,MGK&Jelly Roll,1
2024-11-28,1320,Wondering Why,The Red Clay Strays,0
2024-11-28,1334,Dejame Entrar,Rauw Alejandro,0
2024-11-28,1348,Neon Moon,Brooks & Dunn WithMorgan Wallen,1
2024-11-28,1362,Brokey,Latto,0
2024-11-28,1376,Balloon,"Tyler, The CreatorFeaturingDoechii",1
2024-11-28,1390,On One Tonight,Gunna,0
2024-11-21,4,A Bar Song (Tipsy),Shaboozey,0
2024-11-21,18,Die With A Smile,Lady Gaga&Bruno Mars,1
2024-11-21,32,Birds Of A Feather,Billie Eilish,0
2024-11-21,46,Espresso,Sabrina Carpenter,0
2024-11-21,60,Lose Control,Teddy Swims,0
2024-11-21,74,That's So True,Gracie Abrams,0
2024-11-21,88,I Had Some Help,Post MaloneFeaturingMorgan Wallen,1
2024-11-21,102,Taste,Sabrina Carpenter,0
2024-11-21,116,Beautiful Things,Benson Boone,0
2024-11-21,130,Love Somebody,Morgan Wallen,0
2024-11-21,144,"Good Luck, Babe!",Chappell Roan,0
2024-11-21,158,Too Sweet,Hozier,0
2024-11-21,172,APT.,ROSE &Bruno Mars,1
2024-11-21,186,Timeless,The Weeknd&Playboi Carti,1
2024-11-21,200,Please Please Please,Sabrina Carpenter,0
2024-11-21,214,Not Like Us,Kendrick Lamar,0
2024-11-21,228,Sticky,"Tyler, The CreatorFeaturingGloRilla,Sexyy Red&Lil Wayne",1
2024-11-21,242,I Am Not Okay,Jelly Roll,0
2024-11-21,256,Lies Lies Lies,Morgan Wallen,0
2024-11-21,270,Stargazing,Myles Smith,0
2024-11-21,284,Hot To Go!,Chappell Roan,0
2024-11-21,298,Sailor Song,Gigi Perez,0
2024-11-21,312,St. Chroma,"Tyler, The CreatorFeaturingDaniel Caesar",1
2024-11-21,326,Tu Boda,Oscar Maydon &Fuerza Regida,1
2024-11-21,340,Wildflower,Billie Eilish,0
2024-11-21,354,Whatchu Kno About Me,GloRilla&Sexyy Red,1
2024-11-21,368,"I Love You, I'm Sorry",Gracie Abrams,0
2024-11-21,382,Million Dollar Baby,Tommy Richman,0
2024-11-21,396,High Road,Zach Bryan,0
2024-11-21,410,Bed Chem,Sabrina Carpenter,0
2024-11-21,424,The Door,Teddy Swims,0
2024-11-21,438,Miles On It,Marshmello&Kane Brown,1
2024-11-21,452,Pink Skies,Zach Bryan,0
2024-11-21,466,High Road,Koe Wetzel&Jessie Murph,1
2024-11-21,480,You Look Like You Love Me,Ella Langley FeaturingRiley Green,1
2024-11-21,494,TGIF,GloRilla,0
2024-11-21,508,Cowgirls,Morgan WallenFeaturingERNEST,1
2024-11-21,522,Last Christmas,Wham!,0
2024-11-21,536,Ain't No Love In Oklahoma,Luke Combs,0
2024-11-21,550,Wind Up Missin' You,Tucker Wetmore,0
2024-11-21,564,I Can Do It With A Broken Heart,Taylor Swift,0
2024-11-21,578,Austin,Dasha,0
2024-11-21,592,"Darling, I","Tyler, The CreatorFeaturing Teezo Touchdown",1
2024-11-21,606,Pink Pony Club,Chappell Roan,0
2024-11-21,620,Who,Jimin,0
2024-11-21,634,Like Him,"Tyler, The CreatorFeaturingLola Young",1
2024-11-21,648,Help Me,Real Boston Richey,0
2024-11-21,662,Rah Tah Tah,"Tyler, The Creator",1
2024-11-21,676,This World's A Giant,Zach Bryan,0
2024-11-21,690,Kehlani,Jordan Adetunji,0
2024-11-21,704,Hard Fought Hallelujah,Brandon LakeX Jelly Roll,0
2024-11-21,718,Dancing In The Flames,The Weeknd,0
2024-11-21,732,Beautiful As You,Thomas Rhett,0
2024-11-21,746,Dos Dias,Tito Double P &Peso Pluma,1
2024-11-21,760,It's Ok I'm Ok,Tate McRae,0
2024-11-21,774,Disease,Lady Gaga,0
2024-11-21,788,25,Rod Wave,0
2024-11-21,802,I Never Lie,Zach Top,0
2024-11-21,816,Residuals,Chris Brown,0
2024-11-21,830,Thought I Was Dead,"Tyler, The CreatorFeaturingScHoolboy Q&Santigold",1
2024-11-21,844,Heart Of A Woman,Summer Walker,0
2024-11-21,858,+57,"Karol G,Feid& DFZM FeaturingOvy On The Drums,J Balvin,Maluma, Ryan Castro &Blessd",1
2024-11-21,872,I'm Gonna Love You,Cody Johnson&Carrie Underwood,1
2024-11-21,886,Juno,Sabrina Carpenter,0
2024-11-21,900,Noid,"Tyler, The Creator",1
2024-11-21,914,Shake Dat Ass (Twerk Song),BossMan Dlow,0
2024-11-21,928,Close To You,Gracie Abrams,0
2024-11-21,942,No One Noticed,The Marias,0
2024-11-21,956,28,Zach Bryan,0
2024-11-21,970,Think I'm In Love With You,Chris Stapleton,0
2024-11-21,984,Diet Pepsi,Addison Rae,0
2024-11-21,998,Bad Dreams,Teddy Swims,0
2024-11-21,1012,Guy For That,Post MaloneFeaturingLuke Combs,1
2024-11-21,1026,Liar,Jelly Roll,0
2024-11-21,1040,El Lokeron,Tito Double P,0
2024-11-21,1054,La Patrulla,Peso Pluma& Neton Vega,1
2024-11-21,1068,No Pole,Don Toliver,0
2024-11-21,1082,For Me,Loe Shimmy & Brent Faiyaz,1
2024-11-21,1096,I Luv Her,GloRilla&T-Pain,1
2024-11-21,1110,Apple,Charli xcx,0
2024-11-21,1124,New Drop,Don Toliver,0
2024-11-21,1138,Good Graces,Sabrina Carpenter,0
2024-11-21,1152,Him All Along,Gunna,0
2024-11-21,1166,Or What?,NLE Choppa & 41,1
2024-11-21,1180,Mamushi,Megan Thee StallionFeaturing Yuki Chiba,1
2024-11-21,1194,Am I Okay?,Megan Moroney,0
2024-11-21,1208,Lonely Road,MGK&Jelly Roll,1
2024-11-21,1222,Nel,Fuerza Regida,0
2024-11-21,1236,Balloon,"Tyler, The CreatorFeaturingDoechii",1
2024-11-21,1250,Judge Judy,"Tyler, The Creator",1
2024-11-21,1264,Wondering Why,The Red Clay Strays,0
2024-11-21,1278,On One Tonight,Gunna,0
2024-11-21,1292,Brokey,Latto,0
2024-11-21,1306,Take Your Mask Off,"Tyler, The CreatorFeaturingDaniel Caesar& Latoiya Williams",1
2024-11-21,1320,Thick Of It,KSIFeaturingTrippie Redd,1
2024-11-21,1334,Prove It,21 Savage&Summer Walker,1
2024-11-21,1348,4x4xU,Lainey Wilson,0
2024-11-21,1362,I Ain't Sayin',Jordan Davis,0
2024-11-21,1376,The Largest,BigXthaPlug,0
2024-11-21,1390,Criminals,Meghan Trainor,0
2024-11-14,4,A Bar Song (Tipsy),Shaboozey,0
2024-11-14,18,Die With A Smile,Lady Gaga&Bruno Mars,1
2024-11-14,32,Birds Of A Feather,Billie Eilish,0
2024-11-14,46,Espresso,Sabrina Carpenter,0
2024-11-14,60,Lose Control,Teddy Swims,0
2024-11-14,74,I Had Some Help,Post MaloneFeaturingMorgan Wallen,1
2024-11-14,88,Taste,Sabrina Carpenter,0
2024-11-14,102,Beautiful Things,Benson Boone,0
2024-11-14,116,Love Somebody,Morgan Wallen,0
2024-11-14,130,Sticky,"Tyler, The CreatorFeaturingGloRilla,Sexyy Red&Lil Wayne",1
2024-11-14,144,"Good Luck, Babe!",Chappell Roan,0
2024-11-14,158,Too Sweet,Hozier,0
2024-11-14,172,That's So True,Gracie Abrams,0
2024-11-14,186,St. Chroma,"Tyler, The CreatorFeaturingDaniel Caesar",1
2024-11-14,200,APT.,ROSE &Bruno Mars,1
2024-11-14,214,Please Please Please,Sabrina Carpenter,0
2024-11-14,228,Not Like Us,Kendrick Lamar,0
2024-11-14,242,I Am Not Okay,Jelly Roll,0
2024-11-14,256,Timeless,The Weeknd&Playboi Carti,1
2024-11-14,270,Hot To Go!,Chappell Roan,0
2024-11-14,284,"Darling, I","Tyler, The CreatorFeaturing Teezo Touchdown",1
2024-11-14,298,Lies Lies Lies,Morgan Wallen,0
2024-11-14,312,Tu Boda,Oscar Maydon &Fuerza Regida,1
2024-11-14,326,Stargazing,Myles Smith,0
2024-11-14,340,Rah Tah Tah,"Tyler, The Creator",1
2024-11-14,354,Sailor Song,Gigi Perez,0
2024-11-14,368,Million Dollar Baby,Tommy Richman,0
2024-11-14,382,"I Love You, I'm Sorry",Gracie Abrams,0
2024-11-14,396,Like Him,"Tyler, The CreatorFeaturingLola Young",1
2024-11-14,410,Whatchu Kno About Me,GloRilla&Sexyy Red,1
2024-11-14,424,Miles On It,Marshmello&Kane Brown,1
2024-11-14,438,Wildflower,Billie Eilish,0
2024-11-14,452,Cowgirls,Morgan WallenFeaturingERNEST,1
2024-11-14,466,Bed Chem,Sabrina Carpenter,0
2024-11-14,480,The Door,Teddy Swims,0
2024-11-14,494,TGIF,GloRilla,0
2024-11-14,508,Noid,"Tyler, The Creator",1
2024-11-14,522,Pink Skies,Zach Bryan,0
2024-11-14,536,Thought I Was Dead,"Tyler, The CreatorFeaturingScHoolboy Q&Santigold",1
2024-11-14,550,You Look Like You Love Me,Ella Langley FeaturingRiley Green,1
2024-11-14,564,Ain't No Love In Oklahoma,Luke Combs,0
2024-11-14,578,Austin,Dasha,0
2024-11-14,592,I Can Do It With A Broken Heart,Taylor Swift,0
2024-11-14,606,Who,Jimin,0
2024-11-14,620,High Road,Koe Wetzel&Jessie Murph,1
2024-11-14,634,Pink Pony Club,Chappell Roan,0
2024-11-14,648,Wind Up Missin' You,Tucker Wetmore,0
2024-11-14,662,Chill Bae,Lil Uzi Vert,0
2024-11-14,676,Kehlani,Jordan Adetunji,0
2024-11-14,690,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,1
2024-11-14,704,Dos Dias,Tito Double P &Peso Pluma,1
2024-11-14,718,Judge Judy,"Tyler, The Creator",1
2024-11-14,732,Dancing In The Flames,The Weeknd,0
2024-11-14,746,Light Year (Practice),Lil Uzi Vert,0
2024-11-14,760,25,Rod Wave,0
2024-11-14,774,Help Me,Real Boston Richey,0
2024-11-14,788,It's Ok I'm Ok,Tate McRae,0
2024-11-14,802,Disease,Lady Gaga,0
2024-11-14,816,Take Your Mask Off,"Tyler, The CreatorFeaturingDaniel Caesar& Latoiya Williams",1
2024-11-14,830,Balloon,"Tyler, The CreatorFeaturingDoechii",1
2024-11-14,844,Hey Jane,"Tyler, The Creator",1
2024-11-14,858,Si Antes Te Hubiera Conocido,Karol G,0
2024-11-14,872,Beautiful As You,Thomas Rhett,0
2024-11-14,886,Shake Dat Ass (Twerk Song),BossMan Dlow,0
2024-11-14,900,I Killed You,"Tyler, The Creator",1
2024-11-14,914,I'm Gonna Love You,Cody Johnson&Carrie Underwood,1
2024-11-14,928,Juno,Sabrina Carpenter,0
2024-11-14,942,Heart Of A Woman,Summer Walker,0
2024-11-14,956,Residuals,Chris Brown,0
2024-11-14,970,Diet Pepsi,Addison Rae,0
2024-11-14,984,La Patrulla,Peso Pluma& Neton Vega,1
2024-11-14,998,I Never Lie,Zach Top,0
2024-11-14,1012,Tomorrow,"Tyler, The Creator",1
2024-11-14,1026,El Lokeron,Tito Double P,0
2024-11-14,1040,Close To You,Gracie Abrams,0
2024-11-14,1054,28,Zach Bryan,0
2024-11-14,1068,Sao Paulo,The Weeknd&Anitta,1
2024-11-14,1082,Nights Like This,The Kid Laroi,0
2024-11-14,1096,Mamushi,Megan Thee StallionFeaturing Yuki Chiba,1
2024-11-14,1110,South Of France,Future,0
2024-11-14,1124,Guy For That,Post MaloneFeaturingLuke Combs,1
2024-11-14,1138,We Good,Lil Uzi Vert,0
2024-11-14,1152,Think I'm In Love With You,Chris Stapleton,0
2024-11-14,1166,No One Noticed,The Marias,0
2024-11-14,1180,Good Graces,Sabrina Carpenter,0
2024-11-14,1194,Or What?,NLE Choppa & 41,1
2024-11-14,1208,Apple,Charli xcx,0
2024-11-14,1222,Am I Okay?,Megan Moroney,0
2024-11-14,1236,Liar,Jelly Roll,0
2024-11-14,1250,New Drop,Don Toliver,0
2024-11-14,1264,I Luv Her,GloRilla&T-Pain,1
2024-11-14,1278,Prove It,21 Savage&Summer Walker,1
2024-11-14,1292,I Hope You Find Your Way Home,"Tyler, The Creator",1
2024-11-14,1306,No Pole,Don Toliver,0
2024-11-14,1320,2AM,BigXthaPlug,0
2024-11-14,1334,Hollon,GloRilla,0
2024-11-14,1348,Lonely Road,MGK&Jelly Roll,1
2024-11-14,1362,Change Me,BigXthaPlug,0
2024-11-14,1376,Him All Along,Gunna,0
2024-11-14,1390,Brokey,Latto,0
2024-11-07,4,A Bar Song (Tipsy),Shaboozey,0
2024-11-07,18,Die With A Smile,Lady Gaga&Bruno Mars,1
2024-11-07,32,Birds Of A Feather,Billie Eilish,0
2024-11-07,46,Espresso,Sabrina Carpenter,0
2024-11-07,60,I Had Some Help,Post MaloneFeaturingMorgan Wallen,1
2024-11-07,74,Lose Control,Teddy Swims,0
2024-11-07,88,St. Chroma,"Tyler, The CreatorFeaturingDaniel Caesar",1
2024-11-07,102,Love Somebody,Morgan Wallen,0
2024-11-07,116,Taste,Sabrina Carpenter,0
2024-11-07,130,Noid,"Tyler, The Creator",1
2024-11-07,144,Beautiful Things,Benson Boone,0
2024-11-07,158,"Good Luck, Babe!",Chappell Roan,0
2024-11-07,172,APT.,ROSE &Bruno Mars,1
2024-11-07,186,Sticky,"Tyler, The CreatorFeaturingGloRilla,Sexyy Red&Lil Wayne",1
2024-11-07,200,"Darling, I","Tyler, The CreatorFeaturing Teezo Touchdown",1
2024-11-07,214,Rah Tah Tah,"Tyler, The Creator",1
2024-11-07,228,Too Sweet,Hozier,0
2024-11-07,242,Please Please Please,Sabrina Carpenter,0
2024-11-07,256,Not Like Us,Kendrick Lamar,0
2024-11-07,270,Thriller,Michael Jackson,0
2024-11-07,284,I Am Not Okay,Jelly Roll,0
2024-11-07,298,Tu Boda,Oscar Maydon &Fuerza Regida,1
2024-11-07,312,Timeless,The Weeknd&Playboi Carti,1
2024-11-07,326,Lies Lies Lies,Morgan Wallen,0
2024-11-07,340,That's So True,Gracie Abrams,0
2024-11-07,354,Hot To Go!,Chappell Roan,0
2024-11-07,368,Disease,Lady Gaga,0
2024-11-07,382,Ghostbusters,Ray Parker Jr.,0
2024-11-07,396,"I Love You, I'm Sorry",Gracie Abrams,0
2024-11-07,410,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",0
2024-11-07,424,Million Dollar Baby,Tommy Richman,0
2024-11-07,438,Thought I Was Dead,"Tyler, The CreatorFeaturingScHoolboy Q&Santigold",1
2024-11-07,452,Hey Jane,"Tyler, The Creator",1
2024-11-07,466,Sailor Song,Gigi Perez,0
2024-11-07,480,Miles On It,Marshmello&Kane Brown,1
2024-11-07,494,Stargazing,Myles Smith,0
2024-11-07,508,Whatchu Kno About Me,GloRilla&Sexyy Red,1
2024-11-07,522,This Is Halloween,The Citizens of Halloween,0
2024-11-07,536,TGIF,GloRilla,0
2024-11-07,550,Judge Judy,"Tyler, The Creator",1
2024-11-07,564,Cowgirls,Morgan WallenFeaturingERNEST,1
2024-11-07,578,Take Your Mask Off,"Tyler, The CreatorFeaturingDaniel Caesar& Latoiya Williams",1
2024-11-07,592,Bed Chem,Sabrina Carpenter,0
2024-11-07,606,Wildflower,Billie Eilish,0
2024-11-07,620,Like Him,"Tyler, The CreatorFeaturingLola Young",1
2024-11-07,634,I Killed You,"Tyler, The Creator",1
2024-11-07,648,Austin,Dasha,0
2024-11-07,662,Pink Skies,Zach Bryan,0
2024-11-07,676,Ain't No Love In Oklahoma,Luke Combs,0
2024-11-07,690,Somebody's Watching Me,Rockwell,0
2024-11-07,704,The Door,Teddy Swims,0
2024-11-07,718,You Look Like You Love Me,Ella Langley FeaturingRiley Green,1
2024-11-07,732,Tomorrow,"Tyler, The Creator",1
2024-11-07,746,I Can Do It With A Broken Heart,Taylor Swift,0
2024-11-07,760,Who,Jimin,0
2024-11-07,774,Balloon,"Tyler, The CreatorFeaturingDoechii",1
2024-11-07,788,Heart Of A Woman,Summer Walker,0
2024-11-07,802,Kehlani,Jordan Adetunji,0
2024-11-07,816,Wind Up Missin' You,Tucker Wetmore,0
2024-11-07,830,High Road,Koe Wetzel&Jessie Murph,1
2024-11-07,844,25,Rod Wave,0
2024-11-07,858,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,1
2024-11-07,872,It's Ok I'm Ok,Tate McRae,0
2024-11-07,886,Pink Pony Club,Chappell Roan,0
2024-11-07,900,I Hope You Find Your Way Home,"Tyler, The Creator",1
2024-11-07,914,Dancing In The Flames,The Weeknd,0
2024-11-07,928,Help Me,Real Boston Richey,0
2024-11-07,942,Mamushi,Megan Thee StallionFeaturing Yuki Chiba,1
2024-11-07,956,Si Antes Te Hubiera Conocido,Karol G,0
2024-11-07,970,Diet Pepsi,Addison Rae,0
2024-11-07,984,Dos Dias,Tito Double P &Peso Pluma,1
2024-11-07,998,Juno,Sabrina Carpenter,0
2024-11-07,1012,Shake Dat Ass (Twerk Song),BossMan Dlow,0
2024-11-07,1026,La Patrulla,Peso Pluma& Neton Vega,1
2024-11-07,1040,28,Zach Bryan,0
2024-11-07,1054,I'm Gonna Love You,Cody Johnson&Carrie Underwood,1
2024-11-07,1068,Residuals,Chris Brown,0
2024-11-07,1082,Nights Like This,The Kid Laroi,0
2024-11-07,1096,I Never Lie,Zach Top,0
2024-11-07,1110,Guy For That,Post MaloneFeaturingLuke Combs,1
2024-11-07,1124,Beautiful As You,Thomas Rhett,0
2024-11-07,1138,Good Graces,Sabrina Carpenter,0
2024-11-07,1152,Hollon,GloRilla,0
2024-11-07,1166,Bigger In Texas,Megan Thee Stallion,0
2024-11-07,1180,No One Noticed,The Marias,0
2024-11-07,1194,El Lokeron,Tito Double P,0
2024-11-07,1208,Think I'm In Love With You,Chris Stapleton,0
2024-11-07,1222,Prove It,21 Savage&Summer Walker,1
2024-11-07,1236,Apple,Charli xcx,0
2024-11-07,1250,Whiskey Whiskey,Moneybagg YoFeaturingMorgan Wallen,1
2024-11-07,1264,I Luv Her,GloRilla&T-Pain,1
2024-11-07,1278,2AM,BigXthaPlug,0
2024-11-07,1292,Close To You,Gracie Abrams,0
2024-11-07,1306,Or What?,NLE Choppa & 41,1
2024-11-07,1320,Am I Okay?,Megan Moroney,0
2024-11-07,1334,New Drop,Don Toliver,0
2024-11-07,1348,Nel,Fuerza Regida,0
2024-11-07,1362,Him All Along,Gunna,0
2024-11-07,1376,No Pole,Don Toliver,0
2024-11-07,1390,Change Me,BigXthaPlug,0
2024-10-31,4,Love Somebody,Morgan Wallen,0
2024-10-31,18,A Bar Song (Tipsy),Shaboozey,0
2024-10-31,32,Birds Of A Feather,Billie Eilish,0
2024-10-31,46,Die With A Smile,Lady Gaga&Bruno Mars,1
2024-10-31,60,Espresso,Sabrina Carpenter,0
2024-10-31,74,I Had Some Help,Post MaloneFeaturingMorgan Wallen,1
2024-10-31,88,Lose Control,Teddy Swims,0
2024-10-31,102,APT.,ROSE &Bruno Mars,1
2024-10-31,116,Taste,Sabrina Carpenter,0
2024-10-31,130,Beautiful Things,Benson Boone,0
2024-10-31,144,"Good Luck, Babe!",Chappell Roan,0
2024-10-31,158,Please Please Please,Sabrina Carpenter,0
2024-10-31,172,Too Sweet,Hozier,0
2024-10-31,186,Not Like Us,Kendrick Lamar,0
2024-10-31,200,Timeless,The Weeknd&Playboi Carti,1
2024-10-31,214,I Am Not Okay,Jelly Roll,0
2024-10-31,228,Lies Lies Lies,Morgan Wallen,0
2024-10-31,242,Hot To Go!,Chappell Roan,0
2024-10-31,256,"I Love You, I'm Sorry",Gracie Abrams,0
2024-10-31,270,Miles On It,Marshmello&Kane Brown,1
2024-10-31,284,Million Dollar Baby,Tommy Richman,0
2024-10-31,298,Cowgirls,Morgan WallenFeaturingERNEST,1
2024-10-31,312,Tu Boda,Oscar Maydon &Fuerza Regida,1
2024-10-31,326,TGIF,GloRilla,0
2024-10-31,340,Stargazing,Myles Smith,0
2024-10-31,354,Pink Skies,Zach Bryan,0
2024-10-31,368,Wildflower,Billie Eilish,0
2024-10-31,382,Bed Chem,Sabrina Carpenter,0
2024-10-31,396,Whatchu Kno About Me,GloRilla&Sexyy Red,1
2024-10-31,410,Ain't No Love In Oklahoma,Luke Combs,0
2024-10-31,424,Austin,Dasha,0
2024-10-31,438,Sailor Song,Gigi Perez,0
2024-10-31,452,The Door,Teddy Swims,0
2024-10-31,466,25,Rod Wave,0
2024-10-31,480,You Look Like You Love Me,Ella Langley FeaturingRiley Green,1
2024-10-31,494,Who,Jimin,0
2024-10-31,508,I Can Do It With A Broken Heart,Taylor Swift,0
2024-10-31,522,Kehlani,Jordan Adetunji,0
2024-10-31,536,Saturn,SZA,0
2024-10-31,550,High Road,Koe Wetzel&Jessie Murph,1
2024-10-31,564,Pour Me A Drink,Post MaloneFeaturingBlake Shelton,1
2024-10-31,578,Pink Pony Club,Chappell Roan,0
2024-10-31,592,Noid,"Tyler, The Creator",1
2024-10-31,606,That's So True,Gracie Abrams,0
2024-10-31,620,Like That,"Future,Metro Boomin&Kendrick Lamar",1
2024-10-31,634,It's Ok I'm Ok,Tate McRae,0
2024-10-31,648,Si Antes Te Hubiera Conocido,Karol G,0
2024-10-31,662,Wind Up Missin' You,Tucker Wetmore,0
2024-10-31,676,Dancing In The Flames,The Weeknd,0
2024-10-31,690,Help Me,Real Boston Richey,0
2024-10-31,704,La Patrulla,Peso Pluma& Neton Vega,1
2024-10-31,718,Dos Dias,Tito Double P &Peso Pluma,1
2024-10-31,732,Juno,Sabrina Carpenter,0
2024-10-31,746,Shake Dat Ass (Twerk Song),BossMan Dlow,0
2024-10-31,760,28,Zach Bryan,0
2024-10-31,774,Hollon,GloRilla,0
2024-10-31,788,Diet Pepsi,Addison Rae,0
2024-10-31,802,Him All Along,Gunna,0
2024-10-31,816,Lonely Road,MGK&Jelly Roll,1
2024-10-31,830,Guy For That,Post MaloneFeaturingLuke Combs,1
2024-10-31,844,Or What?,NLE Choppa & 41,1
2024-10-31,858,Mamushi,Megan Thee StallionFeaturing Yuki Chiba,1
2024-10-31,872,Apple,Charli xcx,0
2024-10-31,886,2AM,BigXthaPlug,0
2024-10-31,900,Nights Like This,The Kid Laroi,0
2024-10-31,914,Good Graces,Sabrina Carpenter,0
2024-10-31,928,Beautiful As You,Thomas Rhett,0
2024-10-31,942,I Never Lie,Zach Top,0
2024-10-31,956,Think I'm In Love With You,Chris Stapleton,0
2024-10-31,970,I Luv Her,GloRilla&T-Pain,1
2024-10-31,984,Whiskey Whiskey,Moneybagg YoFeaturingMorgan Wallen,1
2024-10-31,998,Nel,Fuerza Regida,0
2024-10-31,1012,El Lokeron,Tito Double P,0
2024-10-31,1026,I'm Gonna Love You,Cody Johnson&Carrie Underwood,1
2024-10-31,1040,No One Noticed,The Marias,0
2024-10-31,1054,Prove It,21 Savage&Summer Walker,1
2024-10-31,1068,360,Charli xcx,0
2024-10-31,1082,Residuals,Chris Brown,0
2024-10-31,1096,Change Me,BigXthaPlug,0
2024-10-31,1110,Guess,Charli xcxFeaturingBillie Eilish,1
2024-10-31,1124,Thick Of It,KSIFeaturingTrippie Redd,1
2024-10-31,1138,Passport Junkie,Rod Wave,0
2024-10-31,1152,Big Dawgs,Hanumankind X Kalmi,0
2024-10-31,1166,Si No Es Contigo,Cris Mj,0
2024-10-31,1180,Sympathy Is A Knife,Charli xcxFeaturingAriana Grande,1
2024-10-31,1194,Fall Fast In Love,Rod Wave,0
2024-10-31,1208,Liar,Jelly Roll,0
2024-10-31,1222,Last Lap,Rod Wave,0
2024-10-31,1236,Close To You,Gracie Abrams,0
2024-10-31,1250,Am I Okay?,Megan Moroney,0
2024-10-31,1264,Worst Way,Riley Green,0
2024-10-31,1278,New Drop,Don Toliver,0
2024-10-31,1292,Federal Nightmares,Rod Wave,0
2024-10-31,1306,Lil Demon,Future,0
